INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT
27404	3	伤害	StdImpact003	0	1001	-1	27404	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	200	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
27405	3	伤害	StdImpact003	0	1001	-1	27405	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	200	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
27406	14	定身	StdImpact014	1	1001	-1	27406	-1	0	1	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	"可否使用任何技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动标记：0-无法移动，1-可以移动）, -1无效"	0	"无敌否标记：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正%（0为无效）	0	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1																				0	0
27407	14	定身	StdImpact014	1	1001	-1	27407	-1	0	1	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	"可否使用任何技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动标记：0-无法移动，1-可以移动）, -1无效"	0	"无敌否标记：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正%（0为无效）	0	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1																				0	0
27408	14	定身	StdImpact014	1	1001	-1	27408	-1	0	1	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	"可否使用任何技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动标记：0-无法移动，1-可以移动）, -1无效"	0	"无敌否标记：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正%（0为无效）	0	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1																				0	0
27409	14	定身	StdImpact014	1	1001	-1	27409	-1	0	1	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	"可否使用任何技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动标记：0-无法移动，1-可以移动）, -1无效"	0	"无敌否标记：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正%（0为无效）	0	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1																				0	0
27410	14	定身	StdImpact014	1	1001	-1	27410	-1	0	1	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	"可否使用任何技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动标记：0-无法移动，1-可以移动）, -1无效"	0	"无敌否标记：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正%（0为无效）	0	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1																				0	0
########	########	########	########	########	########	########																																																									
																																																															
########	技能810	########	27451---27500		########	########																																																									
27451																																																															
27452																																																															
27453																																																															
27454																																																															
27455																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能811	########	27501---27550		########	########																																																									
27501																																																															
