INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	STRING	STRING	STRING	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	STRING	FLOAT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT
1402		13	桃花纷飞	技能描述	#G对目标造成自身近战内功攻击附加20点的伤害，同时使目标移动速度降低10%，持续3秒。|#G对目标造成自身近战内功攻击附加40点的伤害，同时使目标移动速度降低10%，持续3秒。|#G对目标造成自身近战内功攻击附加60点的伤害，同时使目标移动速度降低10%，持续3秒。|#G对目标造成自身近战内功攻击附加80点的伤害，同时使目标移动速度降低10%，持续3秒。|#G对目标造成自身近战内功攻击附加300点的伤害，同时使目标移动速度降低10%，持续3秒，且附带满级效果降低移动速度的效果提升5%。	技能描述	WXSJ_skill_yintaohua_1_2	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	2	2		161	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	6	-1	1	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	20076|20077|20078|20079|20080|	|引导周期的附加效果1	-1	生效一次的附加效果2	20081|20082|20083|20084|20085|	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1403		13	调息术	技能描述	"#G永久提升真气恢复速度10%。|#G永久提升真气恢复速度20%。|#G永久提升真气恢复速度30%。|#G永久提升真气恢复速度40%。|#G永久提升真气恢复速度50%,且附带满级效果永久提升生命恢复速度20%。"	技能描述	WXSJ_skill_yintaohua_1_3	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	3			-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	12	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	20126|20127|20128|20129|20130|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1404		13	热海如沸	技能描述	#G使敌对目标每2秒流失施法者水属性攻击点数的生命，持续8秒。|#G使敌对目标每2秒流失施法者水属性攻击点数的生命，持续8秒。|#G使敌对目标每2秒流失施法者水属性攻击点数的生命，持续8秒。|#G使敌对目标每2秒流失施法者水属性攻击点数的生命，持续8秒。|#G使敌对目标每2秒流失施法者水属性攻击点数的生命，持续8秒，且附带满级效果持续时间延长4秒。	技能描述	WXSJ_skill_yintaohua_1_4	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	2	4		162	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	20176|20177|20178|20179|20180|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1405		13	海波浩淼	技能描述	"#G永久提升真气值上限100点。|#G永久提升真气值上限200点。|#G永久提升真气值上限300点。|#G永久提升真气值上限400点。|#G永久提升真气值上限500点,且附带满级效果额外永久提高真气值上限300点。"	技能描述	WXSJ_skill_yintaohua_1_5	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	5			-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	12	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	20226|20227|20228|20229|20230|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1406		13	白浪连峰	技能描述	#G使自身6米内的4个敌对目标瞬间流失相当于自身水属性攻击的生命。|#G使自身6米内的4个敌对目标瞬间流失相当于自身水属性攻击的生命。|#G使自身6米内的4个敌对目标瞬间流失相当于自身水属性攻击的生命。|#G使自身6米内的4个敌对目标瞬间流失相当于自身水属性攻击的生命。|#G使自身6米内的6个敌对目标瞬间流失相当于自身水属性攻击的生命，且附带满级效果作用半径提高2米。	技能描述	WXSJ_skill_yintaohua_1_6	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	2	6		163	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	4	-1	1	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	0	-1	6|6|6|6|8	360	4|4|4|4|6	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	20276|20277|20278|20279|20280|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1407		13	水波荡漾	技能描述	#G召唤一个生命为500点的笛子，笛子每5秒对笛子周围6米内的2个敌对目标造成相当于自己水属性攻击附加100点的伤害。|#G召唤一个生命为600点的笛子，笛子每5秒对笛子周围6米内的2个敌对目标造成相当于自己水属性攻击附加150点的伤害。|#G召唤一个生命为700点的笛子，笛子每5秒对笛子周围6米内的2个敌对目标造成相当于自己水属性攻击附加200点的伤害。|#G召唤一个生命为800点的笛子，笛子每5秒对笛子周围6米内的2个敌对目标造成相当于自己水属性攻击附加250点的伤害。|#G召唤一个生命为1000点的笛子，笛子每5秒对笛子周围6米内的2个敌对目标造成相当于自己水属性攻击附加300点的伤害，且附带满级效果作用个提升2个。	技能描述	WXSJ_skill_yintaohua_1_7	0	11	-1	5	500|500|500|500|500	3000|3000|3000|3000|3000	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	1	0	7		164	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	0	1	0	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	20326|20327|20328|20329|20330|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1408		13	风啸云飞	技能描述	#G使1个敌对目标感到恐惧持续4秒。|#G使1个敌对目标感到恐惧持续4.5秒。|#G使1个敌对目标感到恐惧持续5秒。|#G使1个敌对目标感到恐惧持续5.5秒。|#G使1个敌对目标感到恐惧持续6秒，且附带满级效果使目标每秒流失100点生命。	技能描述	WXSJ_skill_yintaohua_1_8	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	2	8		165	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	4	-1	1	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	20376|20377|20378|20379|20380|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1|-1|-1|-1|20381	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1409		13	冰山融水	技能描述	"#G使一个敌对目标降低移动速度10%持续15秒。|#G使一个敌对目标降低移动速度10%持续17秒。|#G使一个敌对目标降低移动速度10%持续19秒。|#G使一个敌对目标降低移动速度10%持续21秒。|#G使一个敌对目标降低移动速度10%持续23秒,且附带满级效果减速效果提升2%，持续时间延长7秒。"	技能描述	WXSJ_skill_yintaohua_1_9	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	2	9		166	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	4	-1	1	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	20426|20427|20428|20429|20430|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1410		13	弹指一挥	技能描述	#G对目标造成自身近战内功攻击附加300点的伤害。|#G对目标造成自身近战内功攻击附加350点的伤害。|#G对目标造成自身近战内功攻击附加400点的伤害。|#G对目标造成自身近战内功攻击附加450点的伤害。|#G对目标造成自身近战内功攻击附加500点的伤害，且附带满级效果有50%的概率对目标造成一次同样的伤害。	技能描述	WXSJ_skill_yintaohua_1_10	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	2	10		167	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	6	-1	1	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	20476|20477|20478|20479|20480|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1|-1|-1|-1|20481	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1411		13	洪涛汹涌	技能描述	#G使一个半径为6米的指定区域内的5个敌对目标每3秒流失施法者水属性攻击点数的生命，持续9秒。|#G使一个半径为7米的指定区域内的5个敌对目标每3秒流失施法者水属性攻击点数的生命，持续9秒。|#G使一个半径为8米的指定区域内的5个敌对目标每3秒流失施法者水属性攻击点数的生命，持续9秒。|#G使一个半径为9米的指定区域内的5个敌对目标每3秒流失施法者水属性攻击点数的生命，持续9秒。|#G使一个半径为10米的指定区域内的5个敌对目标每3秒流失施法者水属性攻击点数的生命，持续9秒，且附带满级效果持续时间延长6秒。	技能描述	WXSJ_skill_yintaohua_1_11	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	1	0	2	11		168	-1	0	0	0	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	7	800	0	4	-1	1	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	0	-1	6|7|8|9|10	360	5|5|5|5|5	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	20536|20537|20538|20539|20540|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1412		13	风起波兴	技能描述	#G对一个敌对目标施加一个状态使其每3秒钟定身1秒持续9秒。|#G对一个敌对目标施加一个状态使其每3秒钟定身1秒持续12秒。|#G对一个敌对目标施加一个状态使其每3秒钟定身1秒持续15秒。|#G对一个敌对目标施加一个状态使其每3秒钟定身1秒持续18秒。|#G对一个敌对目标施加一个状态使其每3秒钟定身1秒持续21秒，且附带满级效果技能冷却时间缩短5秒。	技能描述	WXSJ_skill_yintaohua_1_12	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	2	12		169	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	4	-1	1	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	20576|20577|20578|20579|20580|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1413		13	水若镜平	技能描述	#G被敌对目标攻击后，则降低敌对目标11%的命中持续3秒。|#G被敌对目标攻击后，则降低敌对目标12%的命中持续3秒。|#G被敌对目标攻击后，则降低敌对目标13%的命中持续3秒。|#G被敌对目标攻击后，则降低敌对目标14%的命中持续3秒。|#G被敌对目标攻击后，则降低敌对目标15%的命中持续3秒，且附带满级效果同时降低目标5%暴击。	技能描述	WXSJ_skill_yintaohua_1_13	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	13			-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	12	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	20626|20627|20628|20629|20630|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1414		13	冰水一线	技能描述	#G召唤一个笛子（笛子有500生命存在60秒），笛子使笛子周围6米内的5个敌对目标降低移动速度25%。|#G召唤一个笛子（笛子有500生命存在60秒），笛子使笛子周围7米内的5个敌对目标降低移动速度25%。|#G召唤一个笛子（笛子有500生命存在60秒），笛子使笛子周围8米内的5个敌对目标降低移动速度25%。|#G召唤一个笛子（笛子有500生命存在60秒），笛子使笛子周围9米内的5个敌对目标降低移动速度25%。|#G召唤一个笛子（笛子有500生命存在60秒），笛子使笛子周围10米内的5个敌对目标降低移动速度25%，且附带满级效果作用个数增加5个。	技能描述	WXSJ_skill_yintaohua_1_14	0	11	-1	5	500|500|500|500|500	3000|3000|3000|3000|3000	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	1	0	14		170	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	0	1	0	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	20676|20677|20678|20679|20680|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1415		13	暗端绝流	技能描述	#G使一个敌对目标定身4秒。|#G使一个敌对目标定身4秒。|#G使一个敌对目标定身4秒。|#G使一个敌对目标定身4秒。|#G使一个敌对目标定身4秒，且附带满级效果定身时间延长2秒。	技能描述	WXSJ_skill_yintaohua_1_15	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	2	15		171	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	20726|20727|20728|20729|20730|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1416		13	万里无波	技能描述	"#G使自己周围6米内的2个敌人全部进入沉默状态持续4秒。|#G使自己周围6米内的3个敌人全部进入沉默状态持续4秒。|#G使自己周围6米内的4个敌人全部进入沉默状态持续4秒。|#G使自己周围6米内的5个敌人全部进入沉默状态持续4秒。|#G使自己周围6米内的6个敌人全部进入沉默状态持续4秒,且附带满级效果作用半径增加4米，沉默时间延长2秒。"	技能描述	WXSJ_skill_yintaohua_1_16	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	2	16		172	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	4	-1	1	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	0	-1	6|6|6|6|10	360	2|3|4|5|6	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	20776|20777|20778|20779|20780|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
